Processo;Memo;Data;Serviço;Mídia;Tipo;Competência;Agência;NF;Subcontratado;NF; Bruto PI ; Bruto PUP ; Comisão/B. Cálculo ; IR ; ISS ; Líquido ;PP;Data Pagtº;RPP;RPNP;local;Data;Relatório;Campanha
71;531;24/07/2018;Veiculação;TV;Normal;jul/18;Binder;2573;Boa Vontade;1542; 1.969,54 ;; 310,98 ; 4,66 ; 15,55 ; 1.949,33 ;1324;23/08/2018; Não ; Não ; Coorfin ;03/08/2018;464;Prestação de Contas 03
71;546;31/07/2018;Veiculação;TV;Normal;jul/18;Binder;2587;Canção Nova;695; 2.640,71 ;; 416,95 ; 6,25 ; 20,85 ; 2.613,61 ;1324;23/08/2018; Não ; Não ; Coorfin ;03/08/2018;464;Prestação de Contas 03
71;543;31/07/2018;Veiculação;TV;Normal;jun/18;Binder;2568;Globo News;168226; 7.879,30 ;; 1.244,10 ; 18,66 ; 62,21 ; 7.798,43 ;1325;23/08/2018; Não ; Não ; Coorfin ;03/08/2018;465;Prestação de Contas 03
65;544;31/07/2018;Veiculação;Revista;Normal;jun/18;Propeg;39885;Roteiro;583; 14.250,00 ;; 2.250,00 ; 33,75 ; 112,50 ; 14.103,75 ;1326;23/08/2018; Não ; Não ; Coorfin ;03/08/2018;466;Prestação de Contas 02
65;544;31/07/2018;Veiculação;Internet;Alternativo;jun/18;Propeg;39888;Site diariodopoder.com.br;263; 7.866,00 ;; 1.242,00 ; 18,63 ; 62,10 ; 7.785,27 ;1326;23/08/2018; Não ; Não ; Coorfin ;03/08/2018;466;Prestação de Contas 02
65;542;31/07/2018;Produção;Filme;Normal;mai/18;Binder;2450;Buriti Filmes;8; 34.900,00 ;; -   ; -   ; -   ; 34.900,00 ;1329;23/08/2018; Não ; Não ; Coorfin ;03/08/2018;467;Prestação de Contas 02
71;545;31/07/2018;Produção;Lonas;Normal;jun/18;Binder;2548;CVE Comunicação;218; 19.440,00 ;; 19.440,00 ; -   ; 972,00 ; 18.468,00 ;1328;23/08/2018; Não ; Não ; Coorfin ;03/08/2018;468;Prestação de Contas 03
71;545;31/07/2018;Produção;Cartaz;Normal;jun/18;Binder;2549;Ideia Impressão Digital;213; 22.397,85 ;; 22.397,85 ; 335,97 ; 1.119,89 ; 20.941,99 ;1328;23/08/2018; Não ; Não ; Coorfin ;03/08/2018;468;Prestação de Contas 03
68;557;06/08/2018;Veiculação;Alternativa;Normal;jun/18;Propeg;40060;Embrasil;128;; 6.832,88 ; 1.078,88 ; 16,18 ; 53,94 ; 6.762,75 ;1330;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;469;Atenção Básica Saúde
68;557;06/08/2018;Veiculação;Alternativa;Normal;jun/18;Propeg;40073;Brasília Mídia Exterior;1848;; 14.415,30 ; 2.276,10 ; 34,14 ; 113,81 ; 14.267,35 ;1330;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;469;Atenção Básica Saúde
68;557;06/08/2018;Veiculação;Alternativa;Normal;jun/18;Propeg;40127;Tempo Projetos;1773;; 14.276,79 ; 2.254,23 ; 33,81 ; 112,71 ; 14.130,27 ;1330;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;469;Atenção Básica Saúde
68;557;06/08/2018;Veiculação;Alternativa;Normal;jun/18;Propeg;40132;Stardoor;1422;; 6.768,75 ; 1.068,75 ; 16,03 ; 53,44 ; 6.699,28 ;1330;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;469;Atenção Básica Saúde
71;548;01/08/2018;Veiculação;Internet;Alternativo;jun/18;Binder;2592;Site monicanobrega.com.br;224; 2.826,25 ;; 446,25 ; 6,69 ; 22,31 ; 2.797,24 ;1331;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;470;Prestação de Contas 03
71;548;01/08/2018;Veiculação;Jornal;Alternativo;jun/18;Binder;2593;Voz da Cidade;86; 4.446,00 ;; 702,00 ; 10,53 ; 35,10 ; 4.400,37 ;1331;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;470;Prestação de Contas 03
71;548;01/08/2018;Veiculação;Jornal;Alternativo;jun/18;Binder;2594;Folha de Águas Claras;736; 8.892,00 ;; 1.404,00 ; 21,06 ; 70,20 ; 8.800,74 ;1331;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;470;Prestação de Contas 03
71;550;01/08/2018;Veiculação;Rádio;Normal;jun/18;Binder;2591;Altenativa FM;23; 2.565,00 ;; 405,00 ; 6,08 ; 20,25 ; 2.538,68 ;1331;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;470;Prestação de Contas 03
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2843;Correio Braziliense;103167; 5.296,90 ;; 836,36 ; 12,55 ; 41,82 ; 5.242,54 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2844;Correio Braziliense;103166; 1.605,12 ;; 253,44 ; 3,80 ; 12,67 ; 1.588,65 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2845;de Brasília;109024; 2.207,04 ;; 348,48 ; 5,23 ; 17,42 ; 2.184,39 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2846;de Brasília;109082; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2847;Correio Braziliense;103193; 7.383,55 ;; 1.165,82 ; 17,49 ; 58,29 ; 7.307,77 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2848;de Brasília;109025; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2849;de Brasília;109056; 1.517,34 ;; 239,58 ; 3,59 ; 11,98 ; 1.501,77 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2850;Correio Braziliense;103150; 2.996,22 ;; 473,08 ; 7,10 ; 23,65 ; 2.965,47 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2851;Correio Braziliense;103149; 1.926,14 ;; 304,12 ; 4,56 ; 15,21 ; 1.906,37 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2852;de Brasília;109055; 965,58 ;; 152,46 ; 2,29 ; 7,62 ; 955,67 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2853;de Brasília;109057; 4.781,92 ;; 755,04 ; 11,33 ; 37,75 ; 4.732,84 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2854;de Brasília;109054; 2.207,04 ;; 348,48 ; 5,23 ; 17,42 ; 2.184,39 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2855;Correio Braziliense;103168; 3.852,29 ;; 608,26 ; 9,12 ; 30,41 ; 3.812,75 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2856;Valor Econômico;49376; 5.004,60 ;; 790,20 ; 11,85 ; 39,51 ; 4.953,24 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2857;Correio Braziliense;103169; 4.922,37 ;; 777,22 ; 11,66 ; 38,86 ; 4.871,85 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2858;Correio Braziliense;103194; 2.728,70 ;; 430,84 ; 6,46 ; 21,54 ; 2.700,70 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2859;Correio Braziliense;103273; 2.247,17 ;; 354,82 ; 5,32 ; 17,74 ; 2.224,11 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2860;de Brasília;109102; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2861;Correio Braziliense;103211; 8.025,60 ;; 1.267,20 ; 19,01 ; 63,36 ; 7.943,23 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2862;de Brasília;109103; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2863;de Brasília;109104; 2.207,04 ;; 348,48 ; 5,23 ; 17,42 ; 2.184,39 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2864;de Brasília;109105; 1.103,52 ;; 174,24 ; 2,61 ; 8,71 ; 1.092,19 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
78;549;01/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2865;de Brasília;109106; 1.103,52 ;; 174,24 ; 2,61 ; 8,71 ; 1.092,19 ;1332;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;471;Publicidade Legal
49;541;31/07/2018;Veiculação;TV;Normal;abr/18;Binder;2406;Gênesis;1339; 28.423,76 ;; 4.487,96 ; 67,32 ; 224,40 ; 28.132,04 ;1333;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;472;Relatos 01
71;556;03/08/2018;Veiculação;Rádio;Normal;jun/18;Binder;2596;Top FM;28; 8.464,50 ;; 1.336,50 ; 20,05 ; 66,83 ; 8.377,63 ;1334;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;473;Prestação de Contas 03
71;554;03/08/2018;Produção;Spot;Normal;jun/18;Binder;2550;Audiotech;1306; 61.900,00 ;; 61.900,00 ; -   ; 3.095,00 ; 58.805,00 ;1335;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;474;Prestação de Contas 03
68;553;03/08/2018;Veiculação;Jornal;Alternativo;jun/18;Propeg;40151;Tribuna Rural;1459;; 5.928,00 ; 936,00 ; 14,04 ; 46,80 ; 5.867,16 ;1336;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;475;Atenção Básica Saúde
68;553;03/08/2018;Veiculação;Jornal;Alternativo;jun/18;Propeg;40207;Brasília Notícias;17;; 5.928,00 ; 936,00 ; 14,04 ; 46,80 ; 5.867,16 ;1336;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;475;Atenção Básica Saúde
68;553;03/08/2018;Veiculação;Jornal;Alternativo;jun/18;Propeg;40209;da Cidade;8;; 2.964,00 ; 468,00 ; 7,02 ; 23,40 ; 2.933,58 ;1336;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;475;Atenção Básica Saúde
65;552;03/08/2018;Veiculação;Alternativa;Normal;mai/18;Propeg;40142;Stardoor;1406; 13.537,50 ;; 2.137,50 ; 32,06 ; 106,88 ; 13.398,56 ;1337;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;476;Prestação de Contas 02
65;552;03/08/2018;Veiculação;Rádio;Normal;mai/18;Propeg;40148;Clube FM;26000; 13.255,75 ;; 2.093,01 ; 31,40 ; 104,65 ; 13.119,70 ;1337;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;476;Prestação de Contas 02
65;552;03/08/2018;Veiculação;Rádio;Normal;jun/18;Propeg;40150;Clube FM;26056; 3.738,80 ;; 590,34 ; 8,86 ; 29,52 ; 3.700,43 ;1337;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;476;Prestação de Contas 02
65;552;03/08/2018;Veiculação;Internet;Alternativo;jun/18;Propeg;40205;Site blogdoulhoa.com.br;1; 2.892,05 ;; 456,64 ; 6,85 ; 22,83 ; 2.862,37 ;1337;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;476;Prestação de Contas 02
68;547;01/08/2018;Veiculação;Jornal;Normal;jun/18;Propeg;39936;Alô Brasília;2949;; 21.856,42 ; 3.451,01 ; 51,77 ; 172,55 ; 21.632,10 ;1346;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;477;Atenção Básica Saúde
68;547;01/08/2018;Veiculação;Jornal;Alternativo;jun/18;Propeg;40121;Gazeta de Taguatinga;6;; 7.410,00 ; 1.170,00 ; 17,55 ; 58,50 ; 7.333,95 ;1346;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;477;Atenção Básica Saúde
71;558;06/08/2018;Veiculação;Internet;Normal;jun/18;Binder;2611;Portal r7.com;7711; 10.972,50 ;; 1.732,50 ; 25,99 ; 86,63 ; 10.859,89 ;1339;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;478;Prestação de Contas 03
71;558;06/08/2018;Veiculação;Internet;Alternativo;jun/18;Binder;2612;Blog do Callado;1; 2.184,52 ;; 344,92 ; 5,17 ; 17,25 ; 2.162,10 ;1339;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;478;Prestação de Contas 03
71;558;06/08/2018;Veiculação;Jornal;Alternativo;jun/18;Binder;2613;Viver Sports;98; 4.446,00 ;; 702,00 ; 10,53 ; 35,10 ; 4.400,37 ;1339;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;478;Prestação de Contas 03
71;558;06/08/2018;Veiculação;Internet;Alternativo;jun/18;Binder;2614;Site agenciacongresso.com.br;100; 2.394,00 ;; 378,00 ; 5,67 ; 18,90 ; 2.369,43 ;1339;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;478;Prestação de Contas 03
71;558;06/08/2018;Veiculação;Internet;Alternativo;jun/18;Binder;2615;Site jornalregional.com.br;1166; 2.093,04 ;; 330,48 ; 4,96 ; 16,52 ; 2.071,56 ;1339;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;478;Prestação de Contas 03
71;558;06/08/2018;Veiculação;Internet;Alternativo;jun/18;Binder;2616;Site bsbcapital.com.br;31; 2.612,50 ;; 412,50 ; 6,19 ; 20,63 ; 2.585,69 ;1339;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;478;Prestação de Contas 03
71;558;06/08/2018;Veiculação;Internet;Normal;jun/18;Binder;2617;Site correiobrazilienze.com.br;102494; 11.172,00 ;; 1.764,00 ; 26,46 ; 88,20 ; 11.057,34 ;1339;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;478;Prestação de Contas 03
47;551;03/08/2018;Produção;Cartaz;Normal;abr/18;Binder;2429;RF Gráfica;100; 2.656,00 ;; 2.656,00 ; -   ; 132,80 ; 2.523,20 ;1340;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;479;Controladoria na Escola
81;525;23/07/2018;Veiculação;Jornal;Normal;jul/18;Propeg;40014;Correio Braziliense;102852; 106.444,65 ;; 16.807,05 ; 252,11 ; 840,35 ; 105.352,19 ;1341;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;480;Hospital da Criança
81;525;23/07/2018;Veiculação;Jornal;Normal;jul/18;Propeg;40010;Alô Brasília;2955; 21.856,42 ;; 3.451,01 ; 51,77 ; 172,55 ; 21.632,10 ;1341;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;480;Hospital da Criança
81;525;23/07/2018;Veiculação;Jornal;Normal;jul/18;Propeg;40011;Metro ;91699; 52.117,95 ;; 8.229,15 ; 123,44 ; 411,46 ; 51.583,06 ;1341;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;480;Hospital da Criança
81;536;26/07/2018;Veiculação;Jornal;Normal;jul/18;Propeg;40012;Na Hora H;108811; 31.666,64 ;; 5.000,00 ; 75,00 ; 250,00 ; 31.341,64 ;1341;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;480;Hospital da Criança
81;536;26/07/2018;Veiculação;Jornal;Normal;jul/18;Propeg;40013;de Brasília;108812; 36.665,61 ;; 5.789,31 ; 86,84 ; 289,47 ; 36.289,30 ;1341;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;480;Hospital da Criança
81;536;26/07/2018;Veiculação;Jornal;Normal;jul/18;Propeg;40120;Aqui DF;102857; 29.917,88 ;; 4.723,88 ; 70,86 ; 236,19 ; 29.610,83 ;1341;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;480;Hospital da Criança
81;555;03/08/2018;Veiculação;Jornal;Normal;jul/18;Propeg;40208;Destak  ;3779; 51.205,52 ;; 8.085,08 ; 121,28 ; 404,25 ; 50.679,99 ;1342;23/08/2018; Não ; Não ; Coorfin ;07/08/2018;481;Hospital da Criança
76;560;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2869;DCI;91635; 3.071,73 ;; 485,01 ; 7,28 ; 24,25 ; 3.040,20 ;1343;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;482;Publicidade Legal
74;559;07/08/2018;Veiculação;Jornal;Normal;jun/18;Desigual;2876;DCI;91129; 2.252,60 ;; 355,67 ; 5,34 ; 17,78 ; 2.229,48 ;1344;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;483;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2866;de Brasília;109222; 1.517,34 ;; 239,58 ; 3,59 ; 11,98 ; 1.501,77 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2867;Correio Braziliense;103331; 2.247,17 ;; 354,82 ; 5,32 ; 17,74 ; 2.224,11 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2868;Correio Braziliense;103293; 1.765,63 ;; 278,78 ; 4,18 ; 13,94 ; 1.747,51 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2870;de Brasília;109153; 2.482,92 ;; 392,04 ; 5,88 ; 19,60 ; 2.457,44 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2871;Correio Braziliense;103274; 1.444,61 ;; 228,10 ; 3,42 ; 11,41 ; 1.429,78 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2872;Correio Braziliense;103309; 1.605,12 ;; 253,44 ; 3,80 ; 12,67 ; 1.588,65 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2873;Correio Braziliense;103315; 5.564,42 ;; 878,60 ; 13,18 ; 43,93 ; 5.507,31 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2874;Correio Braziliense;103292; 2.086,66 ;; 329,48 ; 4,94 ; 16,47 ; 2.065,24 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2875;Correio Braziliense;103275; 5.457,41 ;; 861,70 ; 12,93 ; 43,09 ; 5.401,40 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2877;DCI;91743; 2.457,38 ;; 388,00 ; 5,82 ; 19,40 ; 2.432,16 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2878;Correio Braziliense;103405; 8.346,62 ;; 1.317,88 ; 19,77 ; 65,89 ; 8.260,96 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2879;DCI;91742; 1.843,04 ;; 291,01 ; 4,37 ; 14,55 ; 1.824,12 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2880;Correio Braziliense;103291; 1.605,12 ;; 253,44 ; 3,80 ; 12,67 ; 1.588,65 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2882;de Brasília;109219; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2881;de Brasília;109152; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2883;de Brasília;109253; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2884;de Brasília;109220; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
79;561;07/08/2018;Veiculação;Jornal;Normal;jul/18;Desigual;2885;de Brasília;109221; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;1345;23/08/2018; Não ; Não ; Coorfin ;08/08/2018;484;Publicidade Legal
 42 ;562;08/08/2018;Veiculação;Rádio;Normal;mar/18;Binder;2432;Transamérica FM;1539; 18.339,96 ;; 2.895,78 ; 43,44 ; 144,79 ; 18.151,73 ;1348;23/08/2018; Não ; Não ; Coorfin ;09/08/2018;485;Rumo Certo 03
71;566;09/08/2018;Veiculação;TV;Normal;jul/18;Binder;2590;Globo ;7923; 117.127,40 ;; 18.493,80 ; 277,41 ; 924,69 ; 115.925,30 ;1349;23/08/2018; Não ; Não ; Coorfin ;10/08/2018;486;Prestação de Contas 03
71;565;09/08/2018;Veiculação;Alternativa;Normal;jun/18;Binder;2589;Master Sign;2491; 9.756,50 ;; 1.540,50 ; 23,11 ; 77,03 ; 9.656,37 ;1350;23/08/2018; Não ; Não ; Coorfin ;10/08/2018;487;Prestação de Contas 03
 77 ;564;08/08/2018;Veiculação;Jornal;Normal;fev/18;Desigual;2831;Correio Braziliense;103018; 1.444,61 ;; 228,10 ; 3,42 ; 11,41 ; 1.429,78 ;1351;23/08/2018; Não ; Não ; Coorfin ;10/08/2018;488;Publicidade Legal
70;563;08/08/2018;Veiculação;Rádio;Normal;jun/18;Desigual;2842;Sara Brasil FM;1352; 4.103,18 ;; 647,87 ; 9,72 ; 32,39 ; 4.061,07 ;1352;23/08/2018; Não ; Não ; Coorfin ;10/08/2018;489;Programas de Rádio 06
71;567;09/08/2018;Produção;Filme;Normal;jun/18;Binder;2582;Studio Treze;112; 252.709,60 ;; -   ; -   ; -   ; 252.709,60 ;1353;23/08/2018; Não ; Não ; Coorfin ;10/08/2018;490;Prestação de Contas 03
71;567;09/08/2018;Produção;Reedição Filme;Normal;jun/18;Binder;2583;Studio Treze;113; 25.270,00 ;; 25.270,00 ; -   ; 1.263,50 ; 24.006,50 ;1353;23/08/2018; Não ; Não ; Coorfin ;10/08/2018;490;Prestação de Contas 03
71;568;10/08/2018;Veiculação;Internet;Alternativo;jun/18;Binder;2628;Site diariodopoder.com.br;278; 8.849,25 ;; 1.397,25 ; 20,96 ; 69,86 ; 8.758,43 ;1354;23/08/2018; Não ; Não ; Coorfin ;13/08/2018;491;Prestação de Contas 03
71;568;10/08/2018;Veiculação;Rádio;Normal;jun/18;Binder;2630;Verde Oliva FM;341; 9.480,24 ;; 1.496,88 ; 22,45 ; 74,84 ; 9.382,94 ;1354;23/08/2018; Não ; Não ; Coorfin ;13/08/2018;491;Prestação de Contas 03
71;568;10/08/2018;Veiculação;Internet;Normal;jun/18;Binder;2631;Site metropoles.com;17/001; 10.806,25 ;; 1.706,25 ; 25,59 ; 85,31 ; 10.695,34 ;1354;23/08/2018; Não ; Não ; Coorfin ;13/08/2018;491;Prestação de Contas 03
71;568;10/08/2018;Veiculação;Jornal;Alternativo;jun/18;Binder;2632;A Voz do Povo;84; 4.446,00 ;; 702,00 ; 10,53 ; 35,10 ; 4.400,37 ;1354;23/08/2018; Não ; Não ; Coorfin ;13/08/2018;491;Prestação de Contas 03
65;571;15/08/2018;Veiculação;Rádio;Normal;jun/18;Propeg;40287;CBN FM;14560; 3.595,10 ;; 567,64 ; 8,51 ; 28,38 ; 3.558,20 ;1360;23/08/2018; Não ; Não ; Coorfin ;17/08/2018;492;Prestação de Contas 02
65;571;15/08/2018;Veiculação;Alternativa;Normal;mai/18;Propeg;40270;FB Painéis;227; 12.635,00 ;; 1.995,00 ; 29,93 ; 99,75 ; 12.505,33 ;1360;23/08/2018; Não ; Não ; Coorfin ;17/08/2018;492;Prestação de Contas 02
23;570;15/08/2018;Veiculação;Jornal;Alternativo;fev/18;Propeg;38899;do Sudoeste;190; 5.928,00 ;; 936,00 ; 14,04 ; 46,80 ; 5.867,16 ;1361;23/08/2018; Não ; Não ; Coorfin ;17/08/2018;493;Rumo Certo 02
23;570;15/08/2018;Veiculação;Jornal;Alternativo;fev/18;Propeg;40149;Satélite;22; 5.928,00 ;; 936,00 ; 14,04 ; 46,80 ; 5.867,16 ;1361;23/08/2018; Não ; Não ; Coorfin ;17/08/2018;493;Rumo Certo 02
 71 ;569;14/08/2018;Veiculação;Alternativa;Normal;jun/18;Binder;2686;Ideias Mult Services;1007; 10.174,50 ;; 1.606,50 ; 24,10 ; 80,33 ; 10.070,08 ;1363;23/08/2018; Não ; Não ; Coorfin ;17/08/2018;494;Prestação de Contas 03
 71 ;569;14/08/2018;Veiculação;Alternativa;Normal;jun/18;Binder;2687;Estrutura Painéis;1068; 7.217,43 ;; 1.139,59 ; 17,09 ; 56,98 ; 7.143,36 ;1363;23/08/2018; Não ; Não ; Coorfin ;17/08/2018;494;Prestação de Contas 03
