Processo;Memo;Data;Serviço;Mídia;Tipo;Competência;Agência;NF;Subcontratado;NF; Bruto PI ; Bruto PUP ; Comisão/B. Cálculo ; IR ; ISS ; Líquido ;PP;Data Pagtº;RPP;RPNP;local;Data;Relatório;Campanha
194/17;19;19/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1881;de Brasília;105396; 7.172,88 ;; 1.132,56 ; 16,99 ; 56,63 ; 7.099,26 ;70;21/02/2018; Não ; Não ; Coorfin ;23/01/2018;14;Publicidade Legal
194/17;19;19/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1882;de Brasília;105349; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;70;21/02/2018; Não ; Não ; Coorfin ;23/01/2018;14;Publicidade Legal
194/17;19;19/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1883;Correio Braziliense;97058; 2.487,94 ;; 392,84 ; 5,89 ; 19,64 ; 2.462,41 ;70;21/02/2018; Não ; Não ; Coorfin ;23/01/2018;14;Publicidade Legal
194/17;19;19/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1884;Correio Braziliense;97059; 2.954,42 ;; 466,48 ; 7,00 ; 23,32 ; 2.924,10 ;70;21/02/2018; Não ; Não ; Coorfin ;23/01/2018;14;Publicidade Legal
194/17;19;19/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1889;Correio Braziliense;97061; 1.554,96 ;; 245,52 ; 3,68 ; 12,28 ; 1.539,00 ;70;21/02/2018; Não ; Não ; Coorfin ;23/01/2018;14;Publicidade Legal
194/17;22;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1880;de Brasília;105330; 3.034,68 ;; 479,16 ; 7,19 ; 23,96 ; 3.003,53 ;71;21/02/2018; Não ; Não ; Coorfin ;30/01/2018;17;Publicidade Legal
194/17;22;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1885;de Brasília;105364; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;71;21/02/2018; Não ; Não ; Coorfin ;30/01/2018;17;Publicidade Legal
194/17;22;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1886;de Brasília;105365; 1.517,34 ;; 239,58 ; 3,59 ; 11,98 ; 1.501,77 ;71;21/02/2018; Não ; Não ; Coorfin ;30/01/2018;17;Publicidade Legal
194/17;22;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1887;Correio Braziliense;97060; 1.865,95 ;; 294,62 ; 4,42 ; 14,73 ; 1.846,80 ;71;21/02/2018; Não ; Não ; Coorfin ;30/01/2018;17;Publicidade Legal
194/17;22;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1888;Correio Braziliense;97062; 3.731,90 ;; 589,24 ; 8,84 ; 29,46 ; 3.693,60 ;71;21/02/2018; Não ; Não ; Coorfin ;30/01/2018;17;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1899;Correio Braziliense;97305; 4.768,54 ;; 752,92 ; 11,29 ; 37,65 ; 4.719,60 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1900;de Brasília;105538; 1.517,34 ;; 239,58 ; 3,59 ; 11,98 ; 1.501,77 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1901;de Brasília;105539; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1902;Correio Braziliense;97213; 2.487,94 ;; 392,84 ; 5,89 ; 19,64 ; 2.462,41 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1903;de Brasília;105540; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1904;Correio Braziliense;97197; 1.710,46 ;; 270,08 ; 4,05 ; 13,50 ; 1.692,90 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1905;de Brasília;105541; 1.931,16 ;; 304,92 ; 4,57 ; 15,25 ; 1.911,34 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1906;de Brasília;105542; 1.103,52 ;; 174,24 ; 2,61 ; 8,71 ; 1.092,19 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1907;Correio Braziliense;97297; 6.219,84 ;; 982,08 ; 14,73 ; 49,10 ; 6.156,00 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1909;de Brasília;105587; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1910;Correio Braziliense;97299; 3.109,92 ;; 491,04 ; 7,37 ; 24,55 ; 3.078,00 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1911;de Brasília;105588; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1912;de Brasília;105589; 2.620,86 ;; 413,82 ; 6,21 ; 20,69 ; 2.593,96 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1913;de Brasília;105616; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1914;de Brasília;105615; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1915;de Brasília;105645; 1.517,34 ;; 239,58 ; 3,59 ; 11,98 ; 1.501,77 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;30;08/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1916;de Brasília;105646; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;35;15/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1927;de Brasília;105644; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;37;19/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1920;de Brasília;105569; 2.482,92 ;; 392,04 ; 5,88 ; 19,60 ; 2.457,44 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
2;39;19/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1908;Correio Braziliense;97298; 1.554,96 ;; 245,52 ; 3,68 ; 12,28 ; 1.539,00 ;96;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;20;Publicidade Legal
1;23;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1890;Correio Braziliense;97082; 1.554,96 ;; 245,52 ; 3,68 ; 12,28 ; 1.539,00 ;97;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;21;Publicidade Legal
1;23;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1891;Correio Braziliense;97096; 1.554,96 ;; 245,52 ; 3,68 ; 12,28 ; 1.539,00 ;97;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;21;Publicidade Legal
1;23;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1892;Correio Braziliense;97162; 2.487,94 ;; 392,84 ; 5,89 ; 19,64 ; 2.462,41 ;97;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;21;Publicidade Legal
1;23;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1893;de Brasília;105488; 2.207,04 ;; 348,48 ; 5,23 ; 17,42 ; 2.184,39 ;97;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;21;Publicidade Legal
1;23;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1894;de Brasília;105487; 6.069,36 ;; 958,32 ; 14,37 ; 47,92 ; 6.007,07 ;97;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;21;Publicidade Legal
1;23;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1895;Correio Braziliense;97169; 1.554,96 ;; 245,52 ; 3,68 ; 12,28 ; 1.539,00 ;97;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;21;Publicidade Legal
1;23;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1897;Correio Braziliense;97063; 1.554,96 ;; 245,52 ; 3,68 ; 12,28 ; 1.539,00 ;97;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;21;Publicidade Legal
1;23;24/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1898;de Brasília;105411; 2.482,92 ;; 392,04 ; 5,88 ; 19,60 ; 2.457,44 ;97;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;21;Publicidade Legal
1;24;26/01/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1896;Correio Braziliense;97170; 4.664,88 ;; 736,56 ; 11,05 ; 36,83 ; 4.617,00 ;97;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;21;Publicidade Legal
13;34;15/02/2018;Veiculação;Internet;Normal;jan/18;Binder;2000;Site globo.com;42423; 8.550,00 ;; 1.350,00 ; 20,25 ; 67,50 ; 8.462,25 ;98;01/03/2018; Não ; Não ; Coorfin ;20/02/2018;22;PPP C. Convenções
14;36;22/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1925;de Brasília;105752; 1.103,52 ;; 174,24 ; 2,61 ; 8,71 ; 1.092,19 ;99;01/03/2018; Não ; Não ; Coorfin ;22/02/2018;23;Publicidade Legal
14;36;22/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1926;de Brasília;105728; 6.069,36 ;; 958,32 ; 14,37 ; 47,92 ; 6.007,07 ;99;01/03/2018; Não ; Não ; Coorfin ;22/02/2018;23;Publicidade Legal
14;36;22/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1933;de Brasília;105699; 2.344,98 ;; 370,26 ; 5,55 ; 18,51 ; 2.320,91 ;99;01/03/2018; Não ; Não ; Coorfin ;22/02/2018;23;Publicidade Legal
14;36;22/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1934;Correio Braziliense;97371; 1.710,46 ;; 270,08 ; 4,05 ; 13,50 ; 1.692,90 ;99;01/03/2018; Não ; Não ; Coorfin ;22/02/2018;23;Publicidade Legal
14;36;22/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1935;de Brasília;105701; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;99;01/03/2018; Não ; Não ; Coorfin ;22/02/2018;23;Publicidade Legal
14;36;22/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1936;de Brasília;105700; 1.655,28 ;; 261,36 ; 3,92 ; 13,07 ; 1.638,29 ;99;01/03/2018; Não ; Não ; Coorfin ;22/02/2018;23;Publicidade Legal
14;36;22/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1937;Correio Braziliense;97377; 3.731,90 ;; 589,24 ; 8,84 ; 29,46 ; 3.693,60 ;99;01/03/2018; Não ; Não ; Coorfin ;22/02/2018;23;Publicidade Legal
14;36;22/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1938;Correio Braziliense;97378; 4.975,87 ;; 785,66 ; 11,78 ; 39,28 ; 4.924,80 ;99;01/03/2018; Não ; Não ; Coorfin ;22/02/2018;23;Publicidade Legal
14;36;22/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1939;Correio Braziliense;97392; 1.399,46 ;; 220,96 ; 3,31 ; 11,05 ; 1.385,10 ;99;01/03/2018; Não ; Não ; Coorfin ;22/02/2018;23;Publicidade Legal
14;36;22/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1940;de Brasília;105727; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;99;01/03/2018; Não ; Não ; Coorfin ;22/02/2018;23;Publicidade Legal
14;36;22/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1941;de Brasília;105726; 1.517,34 ;; 239,58 ; 3,59 ; 11,98 ; 1.501,77 ;99;01/03/2018; Não ; Não ; Coorfin ;22/02/2018;23;Publicidade Legal
14;41;23/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1932;Correio Braziliense;97370; 3.576,41 ;; 564,70 ; 8,47 ; 28,24 ; 3.539,70 ;116;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;29;Publicidade Legal
14;41;23/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1969;Correio Braziliense;97350; 2.487,94 ;; 392,84 ; 5,89 ; 19,64 ; 2.462,41 ;116;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;29;Publicidade Legal
9;38;19/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1917;Verde Oliva FM;322; 1.422,72 ;; 224,64 ; 3,37 ; 11,23 ; 1.408,12 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;38;19/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1918;Antena 1 FM;6637; 9.603,36 ;; 1.516,32 ; 22,74 ; 75,82 ; 9.504,80 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;38;19/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1921;Metropoles FM;15/001; 18.912,60 ;; 2.986,20 ; 44,79 ; 149,31 ; 18.718,50 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;38;19/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1923;MR Publicidade / JK AM;1619; 6.219,84 ;; 982,08 ; 14,73 ; 49,10 ; 6.156,00 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;38;19/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1924;Jovem Pan FM;1767; 10.836,84 ;; 1.711,08 ; 25,67 ; 85,55 ; 10.725,62 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;38;19/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1929;JK AM;61; 6.509,63 ;; 1.027,84 ; 15,42 ; 51,39 ; 6.442,82 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;38;19/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1930;Globo AM;69; 9.442,85 ;; 1.490,98 ; 22,36 ; 74,55 ; 9.345,94 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;38;19/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1931;Boa Vontade;1694; 11.111,64 ;; 1.754,47 ; 26,32 ; 87,72 ; 10.997,60 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;40;21/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1919;Brasília Super Rádio FM;1915; 7.920,72 ;; 1.250,64 ; 18,76 ; 62,53 ; 7.839,43 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;40;21/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1942;Executiva FM;968; 3.129,98 ;; 494,20 ; 7,41 ; 24,71 ; 3.097,86 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;40;21/02/2018;Veiculação;Rádio;Normal;fev/18;Desigual;1959;Brasília Super Rádio FM;1916; 10.890,99 ;; 1.719,63 ; 25,79 ; 85,98 ; 10.779,21 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;40;21/02/2018;Veiculação;Rádio;Normal;fev/18;Desigual;1960;Antena 9 FM;3600; 6.224,40 ;; 982,80 ; 14,74 ; 49,14 ; 6.160,52 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;40;21/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1961;JK FM;8605; 24.087,74 ;; 3.803,32 ; 57,05 ; 190,17 ; 23.840,52 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;40;21/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1962;Atividade FM;1904; 35.191,80 ;; 5.556,60 ; 83,35 ; 277,83 ; 34.830,62 ;117;01/03/2018; Não ; Não ; Coorfin ;23/02/2018;30;Programas de Rádio 01
9;50;22/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1965;Mix FM;5556; 9.484,80 ;; 1.497,60 ; 22,46 ; 74,88 ; 9.387,46 ;123;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;31;Programas de Rádio 01
9;50;22/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1966;Transamérica FM;1270; 6.986,64 ;; 1.103,15 ; 16,55 ; 55,16 ; 6.914,94 ;123;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;31;Programas de Rádio 01
9;50;22/02/2018;Veiculação;Rádio;Normal;fev/18;Desigual;1967;MR Publicidade / JK AM;1621; 4.664,88 ;; 736,56 ; 11,05 ; 36,83 ; 4.617,00 ;123;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;31;Programas de Rádio 01
9;50;22/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1972;Nova Brasil FM;597; 5.500,88 ;; 868,56 ; 13,03 ; 43,43 ; 5.444,42 ;123;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;31;Programas de Rádio 01
9;50;22/02/2018;Veiculação;Rádio;Normal;jan/18;Desigual;1971;Canção Nova;663; 14.364,00 ;; 2.268,00 ; 34,02 ; 113,40 ; 14.216,58 ;123;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;31;Programas de Rádio 01
21;42;21/02/2018;Veiculação;Jornal;Normal;fev/18;Desigual;1943;de Brasília;105861; 827,64 ;; 130,68 ; 1,96 ; 6,53 ; 819,15 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;fev/18;Desigual;1944;de Brasília;105862; 1.517,34 ;; 239,58 ; 3,59 ; 11,98 ; 1.501,77 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;fev/18;Desigual;1945;de Brasília;105860; 1.655,28 ;; 261,36 ; 3,92 ; 13,07 ; 1.638,29 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;fev/18;Desigual;1946;de Brasília;105863; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;fev/18;Desigual;1947;Correio Braziliense;97936; 1.554,96 ;; 245,52 ; 3,68 ; 12,28 ; 1.539,00 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;fev/18;Desigual;1948;de Brasília;105864; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1949;Correio Braziliense;97469; 1.554,96 ;; 245,52 ; 3,68 ; 12,28 ; 1.539,00 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;fev/18;Desigual;1950;de Brasília;105832; 2.344,98 ;; 370,26 ; 5,55 ; 18,51 ; 2.320,91 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;fev/18;Desigual;1951;de Brasília;105800; 1.379,40 ;; 217,80 ; 3,27 ; 10,89 ; 1.365,24 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;fev/18;Desigual;1952;de Brasília;105831; 1.241,46 ;; 196,02 ; 2,94 ; 9,80 ; 1.228,72 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1953;Correio Braziliense;97449; 1.088,47 ;; 171,86 ; 2,58 ; 8,59 ; 1.077,30 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1954;de Brasília;105774; 3.172,62 ;; 500,94 ; 7,51 ; 25,05 ; 3.140,06 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1955;de Brasília;105773; 1.103,52 ;; 174,24 ; 2,61 ; 8,71 ; 1.092,19 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1956;de Brasília;105762; 1.655,28 ;; 261,36 ; 3,92 ; 13,07 ; 1.638,29 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1957;de Brasília;105765; 1.517,34 ;; 239,58 ; 3,59 ; 11,98 ; 1.501,77 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
21;42;21/02/2018;Veiculação;Jornal;Normal;jan/18;Desigual;1958;Correio Braziliense;97430; 2.487,94 ;; 392,84 ; 5,89 ; 19,64 ; 2.462,41 ;124;16/03/2018; Não ; Não ; Coorfin ;26/02/2018;32;Publicidade Legal
10;28;05/02/2018;Veiculação;TV;Normal;jan/18;Propeg;37917;Globo  ;6730; 152.868,30 ;; 24.137,10 ; 362,06 ; 1.206,86 ; 151.299,39 ;125;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;33;Rumo Certo 01
10;54;26/02/2018;Veiculação;TV;Normal;fev/18;Propeg;38342;Globo;6820; 155.194,85 ;; 24.504,45 ; 367,57 ; 1.225,22 ; 153.602,06 ;125;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;33;Rumo Certo 01
10;29;05/02/2018;Veiculação;TV;Normal;jan/18;Propeg;37916;SBT;37015; 65.474,57 ;; 10.338,09 ; 155,07 ; 516,90 ; 64.802,59 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;29;05/02/2018;Veiculação;TV;Normal;jan/18;Propeg;37941;Bandeirantes;26873; 10.744,26 ;; 1.696,46 ; 25,45 ; 84,82 ; 10.633,99 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;31;08/02/2018;Veiculação;TV;Normal;jan/18;Propeg;38024;Brasília  ;9120; 6.383,70 ;; 1.007,96 ; 15,12 ; 50,40 ; 6.318,18 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;33;14/02/2018;Veiculação;Jornal;Normal;jan/18;Propeg;37939;Correio Braziliense;97447; 51.093,43 ;; 8.067,38 ; 121,01 ; 403,37 ; 50.569,05 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;33;14/02/2018;Veiculação;Jornal;Normal;jan/18;Propeg;37940;Aqui DF;97466; 14.413,88 ;; 2.275,88 ; 34,14 ; 113,79 ; 14.265,95 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;33;14/02/2018;Veiculação;TV;Normal;jan/18;Propeg;38124;Gênesis;1285; 4.329,15 ;; 683,55 ; 10,25 ; 34,18 ; 4.284,72 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;51;23/02/2018;Veiculação;TV;Normal;jan/18;Propeg;38021;Record;30391; 38.028,46 ;; 6.004,49 ; 90,07 ; 300,22 ; 37.638,17 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;51;23/02/2018;Veiculação;TV;Normal;jan/18;Propeg;38022;Brasília;9121; 5.659,72 ;; 893,64 ; 13,40 ; 44,68 ; 5.601,63 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;51;23/02/2018;Veiculação;TV;Normal;jan/18;Propeg;38023;Record;30392; 19.303,16 ;; 3.047,86 ; 45,72 ; 152,39 ; 19.105,05 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;51;23/02/2018;Veiculação;TV;Normal;fev/18;Propeg;38344;Brasília;9132; 19.151,09 ;; 3.023,86 ; 45,36 ; 151,19 ; 18.954,54 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;51;23/02/2018;Veiculação;TV;Normal;fev/18;Propeg;38345;SBT;37037; 57.769,03 ;; 9.121,43 ; 136,82 ; 456,07 ; 57.176,14 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;51;23/02/2018;Veiculação;TV;Normal;fev/18;Propeg;38343;Record;30434; 131.220,61 ;; 20.719,04 ; 310,79 ; 1.035,95 ; 129.873,87 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;51;23/02/2018;Veiculação;Jornal;Normal;jan/18;Propeg;38224;Na Hora H;105833; 15.380,94 ;; 2.428,57 ; 36,43 ; 121,43 ; 15.223,08 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
10;51;23/02/2018;Veiculação;Jornal;Normal;fev/18;Propeg;38223;Metro ;88755; 31.271,15 ;; 4.937,55 ; 74,06 ; 246,88 ; 30.950,21 ;126;16/03/2018; Não ; Não ; Coorfin ;28/02/2018;34;Rumo Certo 01
